,Fecha,Operador,Detalles de Ruta,Tipo de aeronave accidentada,Pasajeros,Tripulacion,Pasajeros Fallecidos,Tripulantes Fallecidos,Muertos en tierra,Total de personas a bordo
0,1908-09-17,Military - U.S. Army,Demonstration,Wright Flyer III,1,1,1,0,0,2
1,1909-09-07,Na dato,Air show,Wright Byplane,0,1,0,0,0,1
2,1912-07-12,Military - U.S. Navy,Test flight,Dirigible,0,5,0,5,0,5
3,1913-08-06,Private,Na dato,Curtiss seaplane,0,1,0,1,0,1
4,1913-09-09,Military - German Navy,Na dato,Zeppelin L-1 (airship),0,0,0,0,0,20
5,1913-10-17,Military - German Navy,Na dato,Zeppelin L-2 (airship),0,0,0,0,0,28
6,1915-03-05,Military - German Navy,Na dato,Zeppelin L-8 (airship),0,41,0,17,0,41
7,1915-09-03,Military - German Navy,Na dato,Zeppelin L-10 (airship),0,0,0,0,0,19
8,1916-07-28,Military - German Army,Na dato,Schutte-Lanz S-L-10 (airship),0,0,0,0,0,20
9,1916-09-24,Military - German Navy,Na dato,Zeppelin L-32 (airship),0,0,0,0,0,22
10,1916-10-01,Military - German Navy,Na dato,Zeppelin L-31 (airship),0,19,0,19,0,19
11,1916-11-21,Military - German Army,Na dato,Super Zeppelin (airship),0,0,0,0,0,28
12,1916-11-28,Military - German Navy,Na dato,Zeppelin L-34 (airship),0,0,0,0,0,20
13,1917-03-04,Military - German Army,Na dato,Airship,0,0,0,0,0,20
14,1917-03-30,Military - German Navy,Na dato,Schutte-Lanz S-L-9 (airship),0,0,0,0,0,23
15,1917-05-14,Military - German Navy,Na dato,Zeppelin L-22 (airship),0,0,0,0,0,21
16,1917-06-14,Military - German Navy,Na dato,Zeppelin L-43 (airship),0,0,0,0,0,24
17,1917-06-17,Na dato,Na dato,Zepplin L-48 (air ship),0,0,0,0,0,16
18,1917-08-21,Military - German Navy,Na dato,Zeppelin L-23 (airship),0,0,0,0,0,18
19,1917-10-20,Military - German Navy,Na dato,Zeppelin L-44 (airship),0,0,0,0,0,18
20,1918-04-07,Military - German Navy,Na dato,Zeppelin L-59 (airship),0,0,0,0,0,23
21,1918-08-05,Military - German Navy,Na dato,Zeppelin L-70 (airship),0,0,0,0,0,22
22,1918-08-11,Military - German Navy,Na dato,Zeppelin L-53 (airship),0,0,0,0,0,19
23,1918-12-16,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
24,1919-05-25,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
25,1919-07-19,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
26,1919-07-21,Wingfoot Air Express Goodyear Tire,Shuttle,FD Type Dirigible,0,0,2,1,10,0
27,1919-08-02,Caproni Company,Venice  Taliedo,Caproni Ca.48,12,2,12,2,0,14
28,1919-10-02,Aircraft Transport and Travel,Na dato,De Havilland DH-4,0,1,0,1,0,1
29,1919-10-14,US Aerial Mail Service,Na dato,Curtiss R-4LM,0,1,0,1,0,1
30,1919-10-20,Aircraft Transport and Travel,Na dato,De Havilland DH-4,0,1,0,0,0,0
31,1919-10-30,US Aerial Mail Service,Na dato,De Havilland DH.4,0,1,0,1,0,1
32,1919-12-11,Aircraft Travel Transport,Paris - Hounslow,de Havilland DH-4,1,1,1,1,0,1
33,1920-03-10,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
34,1920-03-30,US Aerial Mail Service,Washington - Newark,De Havilland DH-4,0,1,0,1,0,1
35,1920-04-10,US Aerial Mail Service,Na dato,Curtiss R-4LM,1,1,0,1,0,2
36,1920-04-11,US Aerial Mail Service,Na dato,Curtiss JN-4H,1,1,0,1,0,2
37,1920-05-12,US Aerial Mail Service,Na dato,De Havilland DH-4,1,1,1,0,0,2
38,1920-06-06,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
39,1920-07-20,Compañia Colombiana de Navegación Aérea,Na dato,Farman F-40,1,1,1,1,0,1
40,1920-08-16,By Air,Na dato,Armstrong-Whitworth F-K-8,0,1,0,1,0,1
41,1920-08-16,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
42,1920-09-01,US Aerial Mail Service,Na dato,Junkers JL-6,0,2,0,2,0,2
43,1920-09-15,US Aerial Mail Service,Na dato,Junkers F-13,0,0,0,0,0,2
44,1920-09-27,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
45,1920-10-02,Latecoere Airlines,Na dato,Salmson 2-A-2,1,1,1,1,0,2
46,1920-10-05,Latecoere Airlines,Na dato,Breguet 14,1,1,1,1,0,2
47,1920-10-15,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
48,1920-11-07,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
49,1920-12-14,Handley Page Transport,London - Paris,Handley Page HP-16,6,2,2,2,0,8
50,1920-12-24,Aeropostale,Na dato,Breguet 14,0,1,0,1,0,1
51,1921-02-03,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
52,1921-02-09,US Aerial Mail Service,Na dato,Junkers F-13,0,3,0,3,0,3
53,1921-02-15,Aeropostale,Na dato,Breguet 14,0,2,0,2,0,2
54,1921-02-22,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
55,1921-04-06,Military - Royal Australian Air Force,Na dato,Avro 504,0,0,0,0,0,2
56,1921-04-21,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
57,1921-04-29,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
58,1921-05-17,US Aerial Mail Service,Na dato,"De Havilland DH-4De Havilland DH-4",0,1,0,1,0,1
59,1921-08-14,Aeropostale,Na dato,Breguet 14,0,0,0,0,0,2
60,1921-08-24,Military - Royal Airship Works,Na dato,Royal Airship Works ZR-2 (airship),0,49,0,43,1,49
61,1921-09-06,Franco-Roumaine,Warsaw - Prague - Strasbourg - Paris,Potez IX,4,1,4,1,0,5
62,1921-12-05,West Australian Airways,Geraldton - Derby,Bristol 28 Tourer,0,2,0,2,0,2
63,1922-01-14,Handley Page Transport,Na dato,Handley Page O/10,4,1,4,1,5,5
64,1922-02-21,Military - U.S. Army Air Service,Na dato,Dirigible Roma (airship),0,0,0,0,0,45
65,1922-03-22,Aero Limited,Miami - Bimini,Aeromarine Model 85 (flying boat),5,1,5,0,0,6
66,1922-04-07,Daimler Airways / Grands Express Aeriens,Croydon - Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,5,2,5,2,0,7
67,1922-04-08,Na dato,Test,Na dato,0,17,0,17,0,17
68,1922-06-03,Cie des Messageries Aeriennes,Croydon - Paris,Bleriot Spad 27,2,1,2,1,0,3
69,1922-07-04,Na dato,Hamburg - Berlin,LVG C VI,2,1,1,1,0,3
70,1922-07-16,Compagnie Franco-Roumaine de Navigaation Aerienne,Strasbourg - Paris,Potez 29,4,1,4,1,0,5
71,1922-07-26,Grands Express Aeriens,Na dato,Breguet 14,2,1,2,1,0,3
72,1922-09-07,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
73,1922-10-02,de Havilland Air Service,Venice - London,de Havilland DH-9,3,1,3,1,0,4
74,1922-10-25,Grands Express Aeriens,Na dato,Breguet 14,1,1,1,1,0,2
75,1922-12-03,Grands Express Aeriens,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,0,1,0,1,0,1
76,1923-01-10,Amee de l'Air,Na dato,Lioré-et-Olivier H-13,2,2,1,2,0,4
77,1923-01-17,Grands Express Aeriens,Na dato,Breguet 14,0,1,0,1,0,1
78,1923-01-18,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
79,1923-02-26,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
80,1923-05-14,Grands Express Aeriens (Air Union),Paris - London,Farman F-60 Goliath,4,2,4,2,0,6
81,1923-08-27,Air Union,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,9,2,1,0,0,11
82,1923-08-27,Campagnie France Roumaine,Na dato,Blériot Spad 46,1,1,1,1,0,2
83,1923-09-07,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
84,1923-09-14,Daimler Airways,Croydon - Manchester,de Havilland DH-34,3,2,3,2,0,5
85,1923-11-18,CCCP,Na dato,Junkers F-13,2,3,1,2,0,5
86,1923-12-06,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
87,1923-12-23,Military - French Navy,Toulon - Algiers,Zeppelin Dixmunde (airship),0,0,0,0,0,52
88,1923-12-24,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
89,1924-03-07,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
90,1924-04-24,KLM Royal Dutch Airlines,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,2,1,2,1,0,3
91,1924-06-08,SCADTA,Barranquilla - Bogota,Junkers F-13,3,2,3,2,0,5
92,1924-08-01,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
93,1924-11-06,Grands Express Aeriens,Na dato,Breguet 14,0,1,0,1,0,1
94,1924-12-21,US Aerial Mail Service,Na dato,De Havilland DH-4,0,1,0,1,0,1
95,1924-12-24,Imperial Airways,London - Paris,de Havilland DH-34B,7,1,7,1,0,8
96,1925-03-22,Zakavia,Tiflis - Suchumi,Junkers F-13,3,2,3,2,0,5
97,1925-04-25,Grands Express Aeriens,Alicante - Barcelona - Toulouse,Breguet 14,1,2,1,2,0,3
98,1925-06-25,KLM Royal Dutch Airlines,Amsterdam - Paris,Fokker (KLM)  F.III,3,1,3,1,0,4
99,1925-06-26,Grands Express Aeriens,Oran - Alicante,Lioré-et-Olivier LeO H-13,0,2,0,2,0,2
100,1925-07-20,Lignes Aeriennes Latecoere,Toulouse - Barcelona,Breguet 14,0,1,0,1,0,1
101,1925-07-24,CIDNA,Na dato,Potez IX,0,1,0,1,0,1
102,1925-09-03,Military - U.S. Navy,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),0,43,0,14,0,43
103,1925-09-07,CIDNA,Na dato,Spad 33,0,0,0,0,0,0
104,1925-10-01,US Aerial Mail Service,New York - San Francisco,De Havilland DH-4,0,1,0,1,0,1
105,1925-11-14,Lignes Aeriennes Latecoere,Na dato,Breguet 14,0,1,0,1,0,1
106,1925-11-14,Air Union,Na dato,Farman F-60 Goliath,0,0,0,0,0,2
107,1926-02-12,US Aerial Mail Service,Na dato,Curtiss Carrier Pigeon,0,1,0,1,0,1
108,1926-03-08,Deutche Lufthansa,Na dato,Junkers F-13,0,1,0,1,0,1
109,1926-05-31,Air Union,Paris - Cryodon,Breguet 14,0,1,0,1,0,1
110,1926-07-03,Compagnie Internationale de Navigation Aérienne,Paris - Prague - Budapest,Caudron C-61,4,2,4,2,0,6
111,1926-07-09,KLM Royal Dutch Airlines,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,1,1,1,1,0,2
112,1926-07-24,Deutsche Lufthansa,Na dato,Junkers F-13,4,1,4,1,0,5
113,1926-08-18,Air Union,"Lebourget, France - Croydon, England",Bleriot 155,13,2,2,1,0,15
114,1926-09-26,Na dato,New York - Paris,Sikorsky S-25,4,1,2,0,0,5
115,1926-10-02,Air Union,Paris - London,Bleriot 155,5,2,5,2,0,7
116,1926-10-08,Deutsche Lufthansa,Na dato,Fokker FG III,3,1,3,1,0,4
117,1926-10-21,Imperial Airways,Croydon - Paris,Handley Page W-10,10,2,0,0,0,12
118,1926-11-11,Grands Express Aeriens,Casablanca -Dakar,Breguet 14,3,0,3,0,0,3
119,1926-12-16,Pacific Air Transport,Na dato,Ryan M-1,0,1,0,1,0,1
120,1927-01-12,Fokker,Delivery flight,Fokker F-VII,0,2,0,2,0,0
121,1927-03-20,Grands Express Aeriens,Casablanca - Oran,Breguet 14,0,1,0,1,0,1
122,1927-03-24,Qantas,Charleville - Tambo - Blackall,de Havilland DH-9C,2,1,2,1,0,3
123,1927-04-15,Varney Air Lines,Na dato,"SwallowSwallow",0,1,0,1,0,1
124,1927-04-22,Deutsche Lufthansa,Charleville - Tambo - Blackall,Fokker FG III,1,1,1,1,0,2
125,1927-04-22,US Aerial Mail Service,Na dato,Douglas M-4,0,1,0,1,0,1
126,1927-05-02,Air Union,Na dato,SPCA Meteore 63,0,3,0,1,0,3
127,1927-07-27,Deutsche Lufthansa,Kassel - Frankfurt,Junkers F-13,3,2,3,2,0,5
128,1927-08-22,KLM Royal Dutch Airlines,Croydon - Schiphol,Fokker F-VIII,9,2,0,1,0,11
129,1927-09-03,Colonial Air Transport,Na dato,Fokker Universal,0,1,0,1,0,1
130,1927-09-17,Reynolds Airways,Sightseeing,Fokker F-VII,11,1,6,1,0,12
131,1927-09-17,Private,Old Orchad Beach - Rome,Fokker F7,1,2,1,2,0,3
132,1927-09-23,Deutsche Lufthansa,Berlin - Munich,Dornier Merkur,4,2,4,2,0,6
133,1927-10-06,Lignes Aeriennes Latecoere,Saint Louis - Dakar,Breguet 14,0,2,0,2,0,2
134,1927-10-30,Colonial Air Transport,Na dato,Fairchild FC-2,3,1,3,1,0,4
135,1927-11-08,CIDNA,Strasbourg - Paris,Farman F-121 Jabiru,0,1,0,1,0,1
136,1927-11-16,Aero O-Y,Tallinn - Helsinki,Junkers F-13,4,2,4,2,0,6
137,1927-11-29,National Air Transport,Na dato,Douglas M-4,0,1,0,1,0,1
138,1927-12-28,Aeropostale,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,0,1,0,1,0,1
139,1927-12-31,Latecoere Airlines,Test flight,Latécoère 23 (flying boat),0,5,0,5,0,5
140,1928-01-08,Colonial Western Airlines,Minola - Albany - Buffalo,Fairchild FC-2,1,2,1,2,0,3
141,1928-01-16,Aeropostale,Buenos Aires - Montevideo,Latecoere 25,0,2,0,2,0,2
142,1928-01-22,Aeropostale,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,0,1,0,1,0,1
143,1928-01-22,Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,0,2,0,2,0,2
144,1928-01-27,Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,0,1,0,1,0,1
145,1928-02-26,Boeing Air Transport,Na dato,Boeing 40,1,1,1,0,0,2
146,1928-03-11,Air Union,Paris - Croydon,Farman F-60 Goliath,0,2,0,2,0,2
147,1928-04-17,Boeing Air Transport,Na dato,Boeing 40,1,1,1,0,0,2
148,1928-04-19,Iberia Airlines,Barcelona - Madrid,Rohrbach Roland,7,2,7,2,0,9
149,1928-05-07,Aeropostale,Na dato,Latecoere 26,3,2,1,0,0,5
150,1928-05-12,Ford Air Freight Inc.,Dearborn - Buffalo,Ford 4,0,2,0,2,0,2
151,1928-05-26,Deutsche Lufthansa,Essen - Dortmund - Frankfurt,Junkers F-13,4,1,2,1,0,5
152,1928-06-14,Deutsche Lufthansa,Na dato,AEGK,4,1,4,1,0,5
153,1928-06-22,National Air Transport,Chicago - Dallas,Douglas M-4,0,1,0,1,0,1
154,1928-07-10,Aero O-Y,Tallinn - Helsinki,Junkers F-13,4,2,4,2,0,6
155,1928-07-13,Imperial Airways,Testing,Vickers 74 Vulcan,5,1,4,0,0,6
156,1928-07-24,KLM Royal Dutch Airlines,Sightseeing over Rotterdam,Fokker (KLM) F.III,5,1,1,0,0,6
157,1928-08-25,British Columbia Airways,Victoria - Seattle,Ford 4-AT-B Tri Motor,5,2,5,2,0,7
158,1928-09-02,CIDNA,Toul - Clermont-Ferrand,Bleriot Spad 33,2,3,2,3,0,5
159,1928-09-04,Qantas,Adelaide - Longreach,de Havilland DH.50J,0,2,0,1,0,2
160,1928-09-04,National Parks Airways,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,6,1,6,1,0,7
161,1928-09-06,Deutsche Lufthansa,Na dato,Fokker FG III,2,1,2,1,0,3
162,1928-10-04,Aeropostale,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,2,1,2,1,0,3
163,1928-10-18,National Air Transport,Na dato,Douglas M-4,0,1,0,1,0,1
164,1928-10-31,Air Union,Paris - Lyon - Marseille,Bleriot Spad 56,1,1,0,1,0,2
165,1928-11-15,Aeropostale,Marseille - Palma de Majorca,Latecoere 32,0,3,0,1,0,3
166,1928-11-24,Universal Airlines,Cleveland - Chicago,Hamilton H-47,2,1,2,1,0,3
167,1928-11-25,Continental Air Lines,Cleveland - Louisville,Travel Air 4000,0,1,0,1,0,1
168,1928-11-25,National Air Transport,Na dato,Douglas M-4,0,1,0,1,0,1
169,1928-12-01,Sunbeam Air Transport Co.,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,4,1,4,1,0,5
170,1928-12-03,Syndicato Condor,Sightseeing,Dornier Wal,9,5,9,5,0,14
171,1928-12-10,Spokane Airways,Colfax - Spokane,Ford Tri-motor 4,3,2,3,2,0,5
172,1928-12-11,Deutsche Lufthansa,Cologne -  Berlin,Junkers G-31,1,3,0,3,0,4
173,1928-12-20,National Air Transport,Cleveland - Chicago,Douglas M-4,0,1,0,1,0,1
174,1928-12-23,Interstate Airlines,Na dato,Fairchild FC-2,3,1,3,1,0,4
175,1928-12-31,CIDNA,Strasbourg - Paris,Blériot Spad 66,2,1,2,0,0,3
176,1929-01-05,Colonial Air Transport,Na dato,Fairchild FC-2,0,1,0,1,0,1
177,1929-01-18,Varney Air Lines,"Boise, ID - Pasco, WA",Stearman C-38,0,1,0,1,0,1
178,1929-01-25,Aeroespresso,Brindisi - Athens - Istanbul,CMASA Wal,7,2,7,2,0,9
179,1929-01-31,Aeropostale,Agadir - Casablanca,Latecoere 26,0,2,0,2,0,2
180,1929-01-31,Skyline Transportation Company,Na dato,Travel Air 4000,0,1,0,1,0,1
181,1929-03-17,Colonial Western Airlines,Sightseeing,Ford 5-AT-B Tri Motor,13,2,13,1,0,15
182,1929-03-30,New Standard Airlines,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,3,1,3,1,0,4
183,1929-04-21,Maddux Airlines / Military - U.S.Army Air Force,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,3,3,3,3,0,6
184,1929-05-09,Mexicana,"Tampico - Brownsville, TX",Ford Tri-motor 4,4,1,4,1,0,5
185,1929-05-18,MALERT,Na dato,Fokker F-III,0,2,0,2,0,2
186,1929-05-22,Aeropostale,Algiers - Marseille,Cams 53,3,3,3,2,0,6
187,1929-06-13,Pan American Airways,Santiago de Cuba - Havana,Fokker F-X,1,4,1,1,0,5
188,1929-06-14,Aeropostale,Janeiro - Buenos Aires,Breguet 14,0,2,0,1,0,2
189,1929-06-17,Imperial Airways,London - Paris - Basil - Zuric,Handley Page W-10,11,2,7,0,0,13
190,1929-06-24,Northwest Orient Airlines,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,6,2,0,1,0,8
191,1929-06-29,Bodensee Aerolloyd,Na dato,Domier Delphin III (flying boat),4,1,4,1,0,5
192,1929-06-29,Continental Air Lines,Na dato,Travel Air 4000,0,1,0,1,0,1
193,1929-08-11,Middle States Airlines,Na dato,Lockheed 5 Vega,2,2,2,2,0,4
194,1929-08-24,Ukvozduchput,Na dato,Kalinin K-4,0,1,0,1,0,1
195,1929-08-24,Deutsche Lufthansa,Frankfurt - Berlin,Fokker FG II,4,1,3,1,0,5
196,1929-09-02,Associated Aviators,Na dato,Lockheed Vega,0,2,0,1,0,2
197,1929-09-03,Trans Continental Air Transport,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,5,3,5,3,0,8
198,1929-09-06,Imperial Airways,"London, England - India",de Havilland DH-66 Hercules,2,3,1,2,0,5
199,1929-09-14,Aeropostale,"Toulouse, France - Casablanca, Morocco",Latecoere 25,4,2,4,2,0,6
200,1929-09-14,Skyways,Sightseeing,Travel Air 6000,5,1,5,1,0,6
201,1929-09-17,Colonial Air Transport,Na dato,Pitcairn PA-6 Mailwing,0,1,0,1,0,1
202,1929-09-17,Aeropostale,Toulouse - Perpignan - Barcelona - Alicante - Casablanca,Latecoere 25-3-R,3,2,3,2,0,5
203,1929-09-17,Pickwick Airways,Tijuana - Nogales,Fairchild 71,0,2,0,1,0,2
204,1929-10-26,Imperial Airways,Naples - Genoa,Short Calcutta (flying boat),5,2,5,2,0,7
205,1929-10-29,Continental Air Lines,Cleveland - Louisville,Stearman C-38,0,1,0,1,0,1
206,1929-10-31,Bremerton-Seattle Air Taxi / Gorst Air Lines,Bremerton - Seattle,Loening C-2C,0,2,0,2,0,2
207,1929-11-04,Corp. Aeronautica de Transportes,Matamoros - Mexico City - Juarez,Lockheed Vega 5,3,1,3,1,0,4
208,1929-11-06,Deutsche Lufthansa,Croyden - Amsterdam - Berlin,Junkers G-24,4,4,3,4,0,8
209,1929-11-16,Air Union,Marseille - Ajaccio - Tunis,Liore et Olivier 190,0,3,0,3,0,3
210,1929-11-20,S.A.M. Società Aerea Mediterranea,"Cagliari, Terranova - Rome",Savoia Marchetti S55,9,3,1,0,0,12
211,1929-11-30,Varney Air Lines,Na dato,Stearman M-2 Speedmail,0,1,0,1,0,1
212,1929-12-02,National Air Transport,Na dato,Douglas M-3,0,1,0,1,0,1
213,1929-12-19,Deutsche Lufthansa,Marseille - Berlin,Arado V1,0,2,0,2,0,3
214,1929-12-30,Trans Continental Air Transport,Demonistration,Travel Air B6000,3,2,3,2,0,5
215,1930-01-10,Boeing Air Transport,Na dato,Boeing 95,0,1,0,1,0,1
216,1930-01-13,Air Orient,Antananarivo - Paris,Farman 190,0,3,0,3,0,3
217,1930-01-19,Maddux Airlines,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,14,2,14,2,0,16
218,1930-01-25,Aeropostale,Casablanca - Alicante,Latecoere 25,0,2,0,2,0,2
219,1930-01-27,Central  Airlines (Universal Aviation Corporation),"Wichita - Kansas City, KS",Travel Air A6000A,4,1,4,1,0,5
220,1930-02-03,Colonial Air Transport,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,0,1,0,1,0,1
221,1930-02-10,Air Union,Paris - Croydon,Farman F-63,3,3,2,0,0,6
222,1930-04-18,Canadian Colonial Airways,"Albany, NY - Jersey City, NJ",Fairchild 71,3,1,3,1,0,4
223,1930-05-10,Aeropostale,Buenos Aires - Montevideo,Latecoere 28,2,2,1,2,0,4
224,1930-06-05,Colonial Air Transport,Boston - Newark,Ford Tri-Motor 5,13,2,1,0,0,15
225,1930-07-07,Deutsche Lufthansa,Stettin - Norway,Dornier Wal,5,3,4,1,0,8
226,1930-07-10,Cross Airways,Port Aransas - Kansas City,Lockheed Vega 5,4,1,4,1,0,5
227,1930-07-21,Walcot Air Line,"London - Le touquet, France",Junkers F-13ge,4,2,4,2,0,6
228,1930-08-22,Ceskoslovenske Aerolinie,Prague - Bratislava,Ford 5-AT-C Tri Motor,10,1,9,1,0,11
229,1930-09-11,Sabena,Croydon - Brussels,Sabca F-VII,0,2,0,2,0,2
230,1930-09-25,Western Canada Airways,Calgary - Moosejaw,Boeing 40,2,1,2,1,0,3
231,1930-10-05,Military - British Air Ministry,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,0,0,0,0,0,54
232,1930-10-06,Deutsche Lufthansa,Berlin - Vienna,Messerschmitt M-20B,6,2,6,2,0,8
233,1930-10-12,Aeropostale,Casablanca - Bahat - Toulouse,Latecoere 28,3,1,3,1,0,4
234,1930-10-13,Wings Ltd,Na dato,de Havilland DH.80 Puss Moth,2,1,2,1,0,3
235,1930-10-28,Alaska-Washington Airways,Na dato,Lockheed Vega,2,1,2,1,0,3
236,1930-10-30,Imperial Airways,"Paris, France - London, England",Handley Page W-8,3,3,2,1,0,6
237,1930-10-30,Embry Riddle Company,Na dato,Pitcairn PA-6 Mailwing,0,1,0,1,0,1
238,1930-11-07,Syndicato Condor,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,8,1,1,0,0,9
239,1930-11-18,Pacific Air Transport,"Burbank, CA - Oakland, CA",Boeing 40,0,3,0,3,0,3
240,1930-12-09,China National Aviation Corporation,Shanghai - Hankow,Loening C-W Air Yaht,4,2,2,2,0,6
241,1931-01-08,Sabena,Brussels - London,Fokker F-VII,0,2,0,2,0,2
242,1931-01-22,Varney Air Lines,Portland - Pasco,Boeing 40,0,1,0,1,0,1
243,1931-02-08,Dominion Air Lines,Gisborne - Hastings,Desoutter II,2,1,2,1,0,3
244,1931-02-20,Western Canada Airways,Winnigeg - Moosejaw,Fokker Universal F-14,2,1,2,0,0,3
245,1931-02-24,Aeropostale,Algiers – Marseille,Latecoere 32,0,3,0,1,0,3
246,1931-03-21,Australian National Airways,Sydney - Melbourne,Avro 10,6,2,6,2,0,8
247,1931-03-31,Trans Continental and Western Air,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,6,2,6,2,0,8
248,1931-04-14,Deutsche Lufthansa,Na dato,Messerschmitt M-20,7,3,0,2,0,10
249,1931-05-05,Pacific Air Transport,San Diego - Los Angeles,Boeing 40,0,2,0,2,0,2
250,1931-05-22,Guiena Airways,Lae - Bulolo,Junkers W-34,0,1,0,1,0,1
251,1931-05-24,National Air Transport,Na dato,Boeing 95,0,1,0,1,0,1
252,1931-06-07,Air Orient,Saigon - Karachi,Fokker F-VIIB,0,4,0,4,0,4
253,1931-06-11,Rubner Flying Service,Na dato,Lockheed Vega 2,1,2,0,2,0,3
254,1931-06-13,Deutsche Lufthansa,Cologne - Saarbrucken,Dornier Merkur,2,2,2,2,0,4
255,1931-07-12,Braniff Airlines,Chicago - Detroit,Lockheed Vega,0,2,0,2,0,2
256,1931-07-14,Australian Aerial Services,Na dato,Lasco Lascowl,0,2,0,2,0,2
257,1931-07-21,American Airways,Na dato,Pitcairn PA-6 Mailwing,0,1,0,1,0,1
258,1931-07-24,CIDNA,Constantinople - Budapest,Fokker F-VII,5,2,5,2,0,7
259,1931-08-09,American Airways,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,4,2,4,2,0,6
260,1931-09-14,Chicago-Detroit Airways,Na dato,Lockheed Vega,0,1,0,1,0,1
261,1931-09-15,CIDNA,Paris - Bucharest,Fokker F-VIIb-3m,4,2,4,2,0,6
262,1931-09-16,Pacific Air Transport,"Oakland, CA - Seattle, WA",Boeing 40,3,1,3,1,0,4
263,1931-10-06,Deutsche Lufthansa,Sydney - New York,Heinkel HE-2,0,3,0,3,0,3
264,1931-10-14,Syndicato Condor,Na dato,Dornier Wal,0,3,0,3,0,3
265,1931-11-05,"NY, Phil., Washington AW","Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,4,1,4,1,0,5
266,1931-11-13,Union Airways,Durban - Cape Town,De Havilland DH.80,2,1,2,1,0,3
267,1931-11-23,Boeing Air Transport,Na dato,Boeing 40,0,1,0,1,0,1
268,1931-11-24,China National Aviation Corporation,Nanking - Peiking,Stinson,1,2,1,2,0,3
269,1931-11-26,Varney Air Lines,"Portland,  OR - Pasco, WA",Boeing 40,0,1,0,1,0,1
270,1931-12-05,Braniff Airways,Kansas City - Chicago,Lockheed Vega 5,5,1,2,0,0,6
271,1931-12-06,KLM Royal Dutch Airlines,Djakarta - Amsterdam -  Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,3,4,2,3,0,7
272,1931-12-09,Aeropostale,Marseille - Algiers,CAMS 56,0,2,0,2,0,2
273,1931-12-31,American Airways,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,4,1,4,0,0,5
274,1932-01-21,Northwest Airways,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,0,1,0,1,0,1
