,Fecha,Operador,Detalles de Ruta,Tipo de aeronave accidentada,Pasajeros,Tripulacion,Pasajeros Fallecidos,Tripulantes Fallecidos,Muertos en tierra,Total de personas a bordo
3031,1979-07-12,Soldotna Air Services,"Anchorage, AK - Kenai, AK",Cessna 402B,6,1,6,1,0,7
3032,1979-07-23,Trans Mediterranean Airways,Training,Boeing 707-327C,0,6,0,6,0,6
3033,1979-07-24,Prinair,St. Croix - St. Kitts,de Havilland DH-114 Heron,19,2,7,1,0,21
3034,1979-07-31,Dan Air Services,Na dato,Hawker Siddeley HS-748-1,44,3,15,2,0,47
3035,1979-08-02,Private,Na dato,Cessna  501 Citation,2,1,0,1,0,3
3036,1979-08-03,Aeroflot,Smolensk -	Leningrad (,LET 410M turbojet,12,2,12,2,0,14
3037,1979-08-04,Indian Airlines,Pune-Bombay,Hindustan Aeronautics 748 2-224,40,5,40,5,0,45
3038,1979-08-11,Aeroflot / Aeroflot,Tashkent - Donetsk - Minsk /Chelyabinsk to Kishinev,Tupolev TU-134A / Tupolev Tu-134A,155,13,155,13,0,178
3039,1979-08-24,Aeroflot,Norisk - Krasnoyarsk,Antonov AN-12,10,6,5,6,0,16
3040,1979-08-29,Aeroflot,Kiev - Kazan,Tupolev TU-124,58,5,58,5,0,63
3041,1979-09-03,Aeroflot,Arkhangelsk - 	Amderma,Antonov AN-24,37,7,35,5,0,44
3042,1979-09-11,China Airlines (Taiwan),Training,Boeing 707-324C,0,6,0,6,0,6
3043,1979-09-14,Butler Aviation Inc.,Redmond - Klamath Falls - Medford,Douglas DC-7,10,2,10,2,0,12
3044,1979-09-14,Aero Transporti Italiani,Alghero - Cagliari,McDonnell Douglas DC-9-32,27,4,27,4,0,31
3045,1979-09-18,Pacific Coastal Airlines,:  Comox-Port Hardy,Britten Norman BN-7A lslander,8,1,8,1,0,9
3046,1979-09-19,Military - U.S. Air Force,Training,Boeing KC-135A,0,5,0,5,0,5
3047,1979-09-30,West Coast Air,Vancouver - Sechelt,de Havilland Canada DHC-6 Twin Otter 200,14,2,1,1,0,16
3048,1979-10-07,Swissair,Zurich - Geneva - Athens - Bombay - Beijing,McDonnell Douglas DC-8-62,145,11,14,0,0,156
3049,1979-10-08,Comair,"Covington, KY - Nashville, TN",Piper PA-31,7,1,7,1,0,8
3050,1979-10-27,Aeroflot,Lensk -	Peleduy,Antonov An-2TP,10,2,2,1,0,12
3051,1979-10-31,Western Airlines,Los Angeles  - Mexico City,McDonnell Douglas DC-10-10,77,11,63,9,1,88
3052,1979-11-15,American Airlines,Chicago - Washington D.C.,Boeing B-727,72,6,0,0,0,78
3053,1979-11-16,Aeroflot,Positioning,Yakovlev YAK-40,0,5,0,3,0,5
3054,1979-11-18,Transamerica Airlines,"Ogden, UT - Las Vegas, NV",Lockheed L-188CF Electra,0,3,0,3,0,3
3055,1979-11-26,Pakistan International Airlines,Jeddah - Karachi,Boeing B-707-340C,145,11,145,11,0,156
3056,1979-11-28,Air New Zealand,Auckland - Christchurch,McDonnell Douglas DC-10-30,237,20,237,20,0,257
3057,1979-11-30,Aerolineas La Gaviola,Na dato,Grumman G-21 Goose,7,2,7,2,0,9
3058,1979-12-09,Aeroflot,Na dato,Antonov AN-26,2,5,2,5,0,7
3059,1979-12-12,CAMBA,Na dato,Martin 404,0,0,0,0,0,11
3060,1979-12-18,SATENA,Arauca - Bogota,Douglas DC-4 (C-54),16,5,16,5,0,21
3061,1979-12-22,Fuerza Aérea del Peru,Pucallpa - Puerto Esperanza,de Havilland Canada DHC-5 Buffalo,24,5,24,5,0,29
3062,1979-12-23,Turkish Airlines (THY),Ankara - Samsun,Fokker F-28 Fellowship 1000,41,4,38,3,0,45
3063,1979-12-23,Douglas Airways,Port Morsbey - Maanari,GAF Nomad 22B,14,2,14,2,0,16
3064,1980-01-02,Haïti Air Inter,Port au Prince - Cape Haitien,Britten Norman BN Islander,8,1,8,1,0,9
3065,1980-01-11,Private charter,Shreveport - Baton Rouge,Cessna 441 Conquest,1,1,1,1,0,2
3066,1980-01-14,Ambler Air Service,"Ambler, AK - Kobuk, AK",Cessna 185A,8,1,6,1,0,9
3067,1980-01-21,Iran Air,Babol Sar - Tehran,Boeing B-727-86,120,8,120,8,0,128
3068,1980-01-23,Pelita Air Service,Bandung - Jakarta,CASA 212 Aviocar 100,10,3,10,3,0,13
3069,1980-01-24,Military - Union of Burma Air Force,Mandalay - Rangoon,Fairchild FH-227H,0,0,0,0,0,44
3070,1980-02-03,Cubana de Aviacon,Moa - Baracoa,Yakovlev YAK-40,33,4,1,0,0,37
3071,1980-02-21,Rotor Airs Inc - Air Taxi,"Leeville, LA - Grand Isle, LA",Sikorsky S-62A,6,1,6,0,0,7
3072,1980-02-21,Advance Airlines,Sydney - Tomora,Beechcraft Super King Air 200,12,1,12,1,0,13
3073,1980-02-22,Military - Indian Air Force,Na dato,Fairchild C-119G,0,0,0,0,1,47
3074,1980-02-27,China Airlines (Taiwan),Taipei - Manila,Boeing B-707-309C,124,11,2,0,0,135
3075,1980-03-14,LOT Polish Airlines,New York City - Warsaw,Ilyushin IL-62,77,10,77,10,0,87
3076,1980-03-14,Military - U.S. Air Force,Training,Lockheed C-130H,12,6,12,6,0,18
3077,1980-03-21,Eagle Commuter,Houston - Brownwood,Piper PA-28-180,8,2,5,2,0,10
3078,1980-03-21,VOTEC,Na dato,Sikorsky S-76,0,0,0,0,0,14
3079,1980-04-12,Transbrasil,Sao Paulo - Florianopolis,Boeing B-727-27C,50,8,47,8,0,58
3080,1980-04-14,Aeroflot,Krasnoyarsk - Yeniseisk,Antonov An-24B,49,4,2,0,0,53
3081,1980-04-24,Military - U.S. Air Force,Na dato,Lockheed EC-130E Hercules,0,7,0,5,0,7
3082,1980-04-25,Dan Air Services,Manchester - Tenerife,Boeing B-727-64,138,8,138,8,0,146
3083,1980-04-27,Thai Airways,Khon Kaen - Bangkok,Hawker Siddeley HS-748-2,49,4,40,4,0,53
3084,1980-06-02,Lloyd Aereo Boliviano,Cochabamba-Yacuiba,Fairchild F-27J,10,3,10,3,0,13
3085,1980-06-08,Lineas Aereas de Angola,Jamba-Lubango,Yakovlev YAK-40,25,4,25,4,0,29
3086,1980-06-12,Aeroflot,Leningrad - Dushanbe,Yakovlev YAK-40,25,4,25,4,0,29
3087,1980-06-12,Air Wisconsin,"Appleton, WI - Minneapolis, MN, - Lincoln, NE",Swearingen 226TC Metro II,13,2,11,2,0,15
3088,1980-06-27,Itavia,Bologna - Palermo,McDonnell Douglas DC-9-15,77,4,77,4,0,81
3089,1980-07-08,Aeroflot,Alma Ata - Simferopol,Tupolev TU-154B,156,10,156,10,0,166
3090,1980-08-01,Aeronaves del Peru,"Lima, Peu - Mexico City, Mexico",Douglas DC-8-43F,0,7,0,3,0,7
3091,1980-08-06,Air Logistics,Oil Platform SS-224 - Houma LA,Bell 205A-1 helicopter,12,1,12,1,0,13
3092,1980-08-07,Tarom,Bucurest  - Nouadhibou,Tupolev TU-154B-1,152,16,1,0,0,168
3093,1980-08-19,Saudi Arabian Airlines,Riyadh - Jeddah,Lockheed 1011-200 TriStar,287,14,287,14,0,301
3094,1980-08-26,Bouraq Indonesia Airlines,Banjarmasin-Sjamsudin Noor  -  Jakarta,Vickers Viscount 812,31,6,31,6,0,37
3095,1980-09-05,Military - Kuwait Air Force,Na dato,Lockheed L-100-20 Hercules,0,8,0,8,0,8
3096,1980-09-10,Aeronorte Colombia,Barranquilla - Bogota,Douglas C-47,0,3,0,3,0,3
3097,1980-09-12,Florida Commuter Airlines,West Palm Beach - Freeport Grand Bahama Islands,Douglas DC-3,30,4,30,4,0,34
3098,1980-09-14,Military - Force Aérienne Zaïroise,Kindu-Kinshasa,Lockheed Hercules C-130,31,5,31,5,0,36
3099,1980-09-15,Military - Royal Saudi Air Force,Na dato,Lockheed C-130E,81,8,81,8,0,89
3100,1980-09-17,Military - Zairean Air Force,Na dato,de Havilland DHC-5 Buffalo,34,2,34,2,0,36
3101,1980-09-30,Military - Soviet Air Force,Na dato,Antonov AN-12V,0,0,0,0,0,45
3102,1980-11-12,Military - U.S. Air Force,Ramstein AB - Cairo,Lockheed C-141A,7,6,7,6,0,13
3103,1980-11-19,Korean Airlines,Los Angeles-Anchorage-Séoul,Boeing B-747-2B5B,212,14,9,6,0,226
3104,1980-11-24,F.R. de la Direccion General de Ados,Bogota-Medellin,Douglas C-47A-35-DL,3,17,3,17,0,20
3105,1980-11-28,Central Air Services,Na dato,Douglas DC-7B,0,2,0,2,0,2
3106,1980-12-05,Tanzania Aviation,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,9,1,9,1,0,10
3107,1980-12-21,Transportes Aereos del Caribe,Rio Hacha - Medellin,Aerospatiale Caravelle 6R,63,7,63,7,0,70
3108,1980-12-23,Saudi Arabian Airlines,Dhahran - Karachi,Lockheed L-1011-200,271,20,2,0,0,291
3109,1981-01-14,Military - U.S. Air Force,"Ramstein AFB - Oslo, Norway",Lockheed C-130E Hercules,2,7,2,7,0,11
3110,1981-01-20,Cascade Airways,Moses Lake - Spokane,Beechcraft 99A,7,2,5,2,0,9
3111,1981-02-07,Military - Soviet Navy,Leningrad-Vladivostok,Tupolev TU-104A,46,6,46,6,0,52
3112,1981-02-11,Private - Corporate,"White Plains, NY - Toronto, Canada - White Plains, NY",Lockheed 1339,6,2,6,2,0,8
3113,1981-02-22,Helicopter - Air Taxi,"San Pedro, CA - Avalon, CA",Sikorsky S-62A,7,1,2,0,0,8
3114,1981-02-24,VOTEC,Tucurui - Belem,Embraer 110P Bandeirante,12,2,9,2,0,14
3115,1981-02-26,Military - U.S. Air Force,Training,Lockheed MC-130E-Y,15,9,15,8,0,24
3116,1981-03-10,Military - French Naval Aviation,Moroni-Saint-Denis de la Réunion,Dassault-Breguet Atlantique,14,4,14,4,0,18
3117,1981-03-15,Military - U.S. Air Force,Eielson AFB-Shemya AFB,Boeing RC-135S,0,0,0,0,0,24
3118,1981-03-26,LOT Polish Airlines,Varsovie-Slupsk,Antonov AN-24B,47,5,1,0,0,52
3119,1981-04-06,Urcupina,Na dato,Douglas C-47A,4,3,4,3,0,7
3120,1981-04-07,Freedom International,Cincinnati - Detroit,Learjet 23,0,2,0,1,0,2
3121,1981-04-17,Air US / Private,"Denver, CO - Gillette, WY",Hadley Page 137Jetstream I / Cessna 206,15,4,12,3,0,19
3122,1981-04-28,Private - Airfast Indonesia,Singapour-Pekanbaru,Douglas C-47A-5-DK,13,4,11,4,0,17
3123,1981-04-28,Aeroflot,Batagay - 	Lazo,Antonov An-2TP,10,2,10,2,0,12
3124,1981-05-06,Military - U.S. Air Force,Training,Boeing EC-135N,3,18,3,18,0,21
3125,1981-05-07,Austral Lineas Aeras (Argentina),Tucuman - Buenos Aires,BAC One-Eleven 529FR,26,5,26,5,0,31
3126,1981-05-16,TAAG Angola Airlines,Na dato,Lockheed L-100-20 Hercules,0,4,0,4,0,4
3127,1981-05-21,Lineas Aereas,Puerto Escondido-Oaxaca,Convair CV-440-11,21,3,21,3,0,24
3128,1981-05-22,TAME,Quito-Macara,de Havilland Canada DHC-6 Twin Otter 300,15,3,15,3,0,18
3129,1981-05-29,Military - Egyptian Air Force,Na dato,Lockheed C-130H Hercules,11,6,11,6,0,17
3130,1981-06-14,Aeroflot,Ulan - Severomuysk,Ilyushin Il-14,44,4,44,4,0,48
3131,1981-06-26,Dan Air Services,London - East Midlands,Hawker Siddeley HS-748,0,3,0,3,0,3
3132,1981-07-18,TAR,"Tehran, Iran - Larnaca, Cyprus",Canadair CL-44D4-6,1,3,1,3,0,4
3133,1981-07-20,Somali Airlines,Mogadishu- Hargeisa,Fokker F-27 Friendship 600RF,44,6,44,6,0,50
3134,1981-07-24,Air Madagascar,Toamasina-Andapa,de Havilland Canada DHC-6 Twin Otter 300,17,2,17,2,0,19
3135,1981-07-25,Transamazonica,Na dato,Douglas C-53D-DO,5,4,5,0,0,9
3136,1981-07-27,Aeromexico,Monterey - Chihuahua,McDonnell Douglas DC-9-32,60,6,30,2,0,66
3137,1981-08-22,Far Eastern Air Transport,Taipei - Kaohsiung,Boeing B-737-222,104,6,104,6,0,110
3138,1981-08-24,Aeroflot / Military - Russian Air Force,Komsomol'sk-na-Amure - Blagoveshchensk,Antonov AN-24RV / Soviet Air Force TU-16,27,5,26,5,0,32
3139,1981-08-27,Aeropesca Colombia,Florence - Neiva,Vickers Viscount 745D,44,6,44,6,0,50
3140,1981-08-29,Aeroflot,Chita - Zeya,Yakovlev YAK-40,29,5,1,2,0,34
3141,1981-09-02,Aereo el Venado,Paipa - Cartagena,Embraer 110P1 Bandeirante,19,3,18,3,0,22
3142,1981-09-18,Aeroflot /Military - Russian,Irkutsk - Zeleznogorsk,Yakovlev YAK-40 / Mil Mi-8,29,11,29,11,0,40
3143,1981-09-21,Military - U.S. Air Force,"Fort Lewis, WA - Indian springs, NV",Lockheed C-130H Hercules,61,9,7,0,0,70
3144,1981-09-22,Military - Turkish Air Force,Na dato,Northrop F-5A,0,0,0,0,40,0
3145,1981-09-29,Military - Iranian Air Force,Ahwaz - Tehran,Lockheed C-130H,75,5,75,5,20,80
3146,1981-10-01,Sky Train Air,"Casper, WY - McAllen, TX",Learjet 24,1,2,1,2,0,3
3147,1981-10-06,NLM (Nederlandse Luchtvaart Maatschappij),Rotterdam - Eindhoven - Hamburgh,Fokker F-28 Fellowship 4000,13,4,13,4,0,17
3148,1981-10-15,Oefag Flugdienst,Salzbourg-Olbia,Cessna 404 Titan,0,0,0,0,0,9
3149,1981-10-26,Aerolineas Argo,Saint Croix - Saint Thomas,Lockheed L-749A Constellation,2,3,2,3,0,5
3150,1981-10-31,Cameroon Airlines,Na dato,de Havilland Canada DHC-6 Twin Otter 300,22,2,1,0,0,24
3151,1981-11-08,Aeromexico,Acapulco - Guadalajara,McDonnell Douglas DC-9-32,12,6,12,6,0,18
3152,1981-11-16,Aeroflot,Krasnoyarsk - Norilsk,Tupolev TU-154B-2,160,7,95,4,0,167
3153,1981-11-19,Royal Nepal Airlines,Biratnagar-Katmandou,Pilatus PC-6/B2-H2 Turbo-Porter,9,1,9,1,0,10
3154,1981-11-30,Guyana Airways,Castries-Miami,Douglas DC-6A,0,3,0,3,0,3
3155,1981-12-01,Inex Adria Aviopromet (Yugoslavia),Ljubljana - Ajaccio,McDonnell Douglas MD-81,173,7,173,7,0,180
3156,1981-12-05,Private - Parajump air show,"Haliive, HI  - Honolulu, HI",Beech C-45H,11,1,10,1,0,12
3157,1981-12-16,Bristow Helicopters,Na dato,Aerospatiale Puma,0,0,0,0,0,12
3158,1981-12-18,ACES Colombia,Medellin-Monteria-Covenas,de Havilland Canada DHC-6 Twin Otter 300,11,2,11,2,0,13
3159,1982-01-07,Aeroflot,Novorossiysk - Sukhumi,LET  410M Turbojet,16,2,16,2,0,18
3160,1982-01-13,Air Florida,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,74,5,70,4,4,79
3161,1982-01-14,Military - Ethiopian Air Force,Na dato,Antonov AN-26,67,6,67,6,0,73
3162,1982-01-23,World Airways,Newark - Boston,McDonnell Douglas DC-10-30CF,200,12,2,0,0,212
3163,1982-01-25,Tarom,Training,Antonov An-24RV,0,7,0,7,0,7
3164,1982-02-03,Military - French Air Force,Training,Nord 2501 Noratlas,30,5,30,5,0,35
3165,1982-02-06,Military - Republic of South Korea Air Force,Seoul - Jeju,Fairchild C-123,47,6,47,6,0,53
3166,1982-02-07,Military - Indian Air Force,Pathankot-Srinagar,Fairchild C-119G,18,5,18,5,0,23
3167,1982-02-09,Trans Air Services,Manila - Sicogon,Douglas DC-3 (C-47A-70-DL),29,3,1,2,0,32
3168,1982-02-09,Japan Air Lines,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,166,8,24,0,0,174
3169,1982-02-19,LAC Columbia,Na dato,Douglas DC-6BF,0,4,0,4,0,4
3170,1982-02-21,Pilgrim Airlines,New York City - Bridgeport - New Haven - Groton - Boston,de Havilland DHC -6-100,10,2,1,0,0,12
3171,1982-03-11,Wideroe's Flyveselksap,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,13,2,13,2,0,15
3172,1982-03-19,Military - U.S. Air Force,Sawyer-Chicago,Boeing KC-135C,23,4,23,4,0,27
3173,1982-03-19,Private,None,Beechcraft Bonanza F35,2,1,2,1,0,3
3174,1982-03-20,Garuda Indonesia Airlines,Bogota-Saravena,Fokker F-28 Fellowship 1000,23,4,23,4,0,27
3175,1982-03-26,Aeropesca Colombia,Villavicencio - Bogota,Vickers Viscount 745D,15,6,15,6,0,21
3176,1982-04-11,Air Taxi - Tundra Copters,Banddanack - Fairbanks,Hughes 369D,2,1,2,1,0,3
3177,1982-04-13,Military - U.S. Air Force,Erzurum - Incirlik,Lockheed C-130H,19,8,19,8,0,27
3178,1982-04-26,CAAC,Guangzhou - Guilin,Hawker Siddeley Trident 2E,104,8,104,8,0,112
3179,1982-04-30,Okanagan Helicopters,Na dato,Sikorsky S-76,0,0,0,0,0,13
3180,1982-05-09,Alyemda,Mukalla - Aden,de Havilland Canada DHC-7-103,45,4,45,2,0,49
3181,1982-05-12,Military - U.S. Air Force,Training,Lockheed C-130E Hercules,0,7,0,7,0,7
3182,1982-05-19,Military - Royal British Navy,Na dato,Westland Sea King HC-4 (helicopter),0,0,0,0,0,30
3183,1982-05-25,VASP,Sao Paulo - Brasilia,Boeing B-737-200,112,6,2,0,0,118
3184,1982-05-28,Pelita Air Service,Na dato,Aerospatiale 330G Puma,0,0,0,0,0,10
3185,1982-06-01,Military - Republic of South Korea Air Force,Training,Fairchild C-123,49,4,49,4,0,53
3186,1982-06-08,VASP,Rio de Janerio - Fortaleza,Boeing B-727-212A,128,9,128,9,0,137
3187,1982-06-12,TABA,Eirunepe - Tabatinga,Fairchild-Hiller FH-227B-LCD,40,4,40,4,0,44
3188,1982-06-22,Air India,Kuala Lumpur - Mumbai,Boeing B-707-437,99,12,15,2,0,111
3189,1982-06-24,British Airways,Kuala Lampur - Perth,Boeing B-747,247,10,0,0,0,257
3190,1982-06-28,Aeroflot,Leningrad - Kiev,Yakovlev YAK-42,124,8,124,8,0,132
3191,1982-07-03,Air Affaires Gabon,Booué-Ndjolé-Libreville,Cessna 404 Titan,0,0,0,0,0,12
3192,1982-07-06,Aeroflot,Moscow - 	Dakar,Ilyushin IL-62M,80,10,80,10,0,90
3193,1982-07-09,Pan American World Airways,New Orleans - Las Vegas,Boeing B-727-235,138,7,138,7,8,145
3194,1982-07-11,Philippine Air Lines,Jolo-Kota Kinabalu,Hawker Siddeley HS-748-209 Srs. 2,25,5,3,1,0,30
3195,1982-07-23,Western Helicopter,Movie set,Bell UH-1B Huey Helicopter,0,1,0,0,3,1
3196,1982-08-11,Pan American World Airways,Tokyo - Honolulu,Boeing B-747-121,270,25,1,0,0,285
3197,1982-08-12,Burma Airways,Na dato,de Havilland Canada DHC-6 Twin Otter 300,5,3,5,3,0,8
3198,1982-08-14,Military - Nicaraguan Air Force,Managua - El Rodeo,Arava 201,18,2,18,2,0,20
3199,1982-08-14,Aeroflot / Aeroflot,Sukhumi - Kutaisi,Let 410UVP Turbojet / Tupolev TU-134V,9,2,9,2,0,11
3200,1982-09-01,Aerolineas Condor,Zumba - Loja,de Havilland Canada DHC-4A Caribou,41,3,41,3,0,44
3201,1982-09-04,Cia Brasiliera de Tratores,Porto Velho - Rio Branco,Gates Learjet 25B,8,2,8,2,0,10
3202,1982-09-11,Military - U.S. Army,Na dato,Boeing Vertol CH-47C (helicopter),42,4,42,4,0,46
3203,1982-09-13,Spantax,Malaga - New York City,McDonnell Douglas DC-10-30CF,381,13,47,3,0,394
3204,1982-09-29,Aeroflot,Moscou-Luxembourg-La Havane-Lima,Ilyushin IL-62M,66,11,0,0,0,77
3205,1982-11-17,Far Eastern Air Transport,Na dato,Bell 212,0,0,0,0,0,15
3206,1982-11-29,TAAG Angola Airlines,Na dato,Antonov AN-26,9,6,9,6,0,15
3207,1982-11-29,Aerolineas Centrales de Colombia,San Jose del Guaviare - Bogotá,de Havilland Canada DHC-6 Twin Otter 310,20,2,20,2,0,22
3208,1982-12-07,Pioneer Airlines,"Sante Fe, NM - Pueblo, CO",Swearingen SA.227AC Metro III,0,2,0,2,0,2
3209,1982-12-09,Aeronor Chile,Santiago - La Serena,Fairchild F-27J,42,4,42,4,0,46
3210,1982-12-09,Military - Nicaraguan Air Force,Na dato,Mil Mi-8 (helicopter),84,4,84,0,0,88
3211,1982-12-23,Aeroflot,Rostov-on-Don - Krasnovodsk,Antonov AN-26,0,16,0,16,0,16
3212,1982-12-24,CAAC,Changsha-Canton,Ilyushin IL-18B,58,11,25,0,0,69
3213,1983-01-09,46826/109,Minneapolis-St Paul - Brainerd,Convair 580-11A,30,3,1,0,0,33
3214,1983-01-11,United Air Lines,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,0,3,0,3,0,3
3215,1983-01-16,Turkish Airlines (THY),Paris-Tripoli-Istanbul-Ankara,Boeing B-727-2F2,60,7,47,0,0,67
3216,1983-02-13,Military - U.S. Air Force,Na dato,Lockheed C-130H Hercules,0,6,0,6,0,6
3217,1983-03-09,Aeroleo Taxi Aereo,Na dato,Bell 212,0,0,0,0,0,11
3218,1983-03-10,Bakhtar Afghan Airlines,Uruzgan-Kaboul,de Havilland Canada DHC-6 Twin Otter 300,17,2,17,2,0,19
3219,1983-03-11,Avensa,Caracas - Barquisimeto,McDonnell Douglas DC-9-32,45,5,22,1,0,50
3220,1983-03-30,Central Airlines,Chicago - Newark,Learjet 25,0,2,0,2,0,2
3221,1983-04-07,Munz Northern Airlines,Nome - Ambler,Britten-Norman BN-2A-8 Islander,2,1,1,1,0,3
3222,1983-04-16,Air Liberia,Khartoum-Monrovia,Hawker Siddeley HS-748-329 Srs. 2A,6,3,5,3,9,9
3223,1983-04-19,Aeroflot,Nalchik - Leninakan,Yakovlev YAK-40,17,4,17,4,0,21
3224,1983-04-19,Japan Air Self-Defence Force,Training,Kawasaki C-1 / Kawasaki C-1,0,0,0,0,0,14
3225,1983-04-26,Military - Japan Maritime Self Defense Force,Training,Shin Meiwa PS-1,0,14,0,11,0,14
3226,1983-04-29,SAN Ecuador,Guayaquil - Quito,Sud Aviation SE-210 Caravelle VIR,94,6,7,1,0,100
3227,1983-04-30,Military - United States Navy,"Jacksonville NAS - Guantanamo Bay, Cuba",Convair CV-340,9,6,98,6,0,15
3228,1983-05-05,Military - Royal Thai Air Force,Na dato,Fairchild C-123K,24,6,24,6,0,30
3229,1983-05-05,Eastern Air Lines,"Miami, FL - Nassau, Bahamas",Lockheed L-1011,162,10,0,0,0,172
3230,1983-05-06,Military - Soviet Air Force,Petropavlovsk-Kamchatsky - Klyuchi,Antonov An-26,31,6,37,6,0,37
3231,1983-06-02,Garuda Indonesia Airlines,Bandar Lampung-Djakarta,Fokker F-28 Fellowship 3000RC,57,4,1,2,0,61
3232,1983-06-02,Air Canada,Dallas-Fort Worth - Toronto,McDonnell Douglas DC-9-32,41,5,23,0,0,46
3233,1983-06-06,Military - Republic of China Air Force,Kinmen-Taipei,Fairchild C-199G,39,8,39,8,0,47
3234,1983-06-08,Reeve Aleutian Airways,"Cold Bay, Alaska - Seattle, Washington",Lockheed L-188C Electra,10,5,0,0,0,15
3235,1983-06-16,Military - U.S. Navy,Brabers Point-Barbers Point,Lockheed P-3B Orion,0,14,0,14,0,14
3236,1983-06-21,Air Mali,Na dato,de Havilland Canada DHC-6 Twin Otter 300,5,2,5,2,0,7
3237,1983-06-28,Military - U.S. Air Force,Training,Lockheed C-130H Hercules,1,5,1,5,0,6
3238,1983-07-01,CAAK,Pyongyang - Conakry,Ilyushin IL-62M,0,0,0,0,0,23
3239,1983-07-11,TAME,Quito - Cuenca,Boeing B-737-2V2,111,8,111,8,0,119
3240,1983-07-16,British Airways Helicopters,Penzance - Scilly Islands,Sikorsky S-61N-II,23,3,19,1,0,26
3241,1983-07-23,Air Canada,Montreal - Edmonton,Boeing B-767-233ER,61,8,0,0,0,69
3242,1983-08-17,Las Vegas Airlines,"Las Vegas, NV  - Grand Canyon, AZ",Piper PA-31-350 Chieftain,9,1,9,1,0,10
3243,1983-08-30,Aeroflot,Kazan - Chelyabinsk - Alma-Ata,Tupolev TU-134A,84,6,84,6,0,90
3244,1983-09-01,Korean Airlines,Anchorage - Seoul,Boeing B-747-230B,246,23,246,23,0,269
3245,1983-09-02,Central Mountain Air Services,Campbell River - Smithers,Britten-Norman BN-2A-21 Islander,0,0,0,0,0,9
3246,1983-09-14,CAAC,Guilin - Beijing,Hawker Siddeley Trident 2E /  II-28,100,6,11,0,0,106
3247,1983-09-23,Gulf Air,Karachi - Abu Dhabi,Boeing B-737-2P6,107,5,107,5,0,112
3248,1983-09-28,Taiwan Airlines,Taitung-Lanyu Island,Britten-Norman BN-2A-26 Trislander,9,1,9,1,0,10
3249,1983-10-07,TAM Lineas Aéreas Regional,Campo Grande - Araçatuba,Embraer 110C Bandeirante,13,2,5,2,0,15
3250,1983-10-08,Burma Airways,Lonkin - Myitkyina,de Havilland Canada DHC-6 Twin Otter 300,11,3,6,3,0,14
3251,1983-10-11,Air Illinois,"Springfield, Il - Carbondale, IL",Hawker Siddeley HS-748-FAA,7,3,7,3,0,10
3252,1983-10-28,Pennsylvania Airlines,Middletown - Washington DC,Shorts 330-200,27,3,1,0,0,30
3253,1983-11-08,TAAG Angola Airlines,Lubango - Luanda,Boeing B-737-200,126,4,126,4,0,130
3254,1983-11-23,Austin Airways,Na dato,de Havilland Canada DHC-6 Twin Otter 300,5,2,4,0,0,7
3255,1983-11-27,AVIANCA,Paris - Madrid - Bogota,Boeing B-747-283B,169,23,158,23,0,192
3256,1983-11-28,Nigeria Airways,Calabar-Enugu,Fokker F-28 Fellowship 2000,66,6,51,2,0,72
3257,1983-12-07,Iberia Airlines / Aviaco,Madrid - Rome,Boeing B-727-200 / DC9-32,120,15,87,6,0,135
3258,1983-12-14,TAMPA Colombia,Medellin - Miami,Boeing 707-373C,0,3,0,3,22,3
3259,1983-12-17,Inuvik Coastal Airways,Inuvik - Paulatuk,de Havilland Canada DHC-6 Twin Otter 200,10,2,1,1,0,12
3260,1983-12-24,Aeroflot,Arkhangelsk - Leshukonskoye,Antonov AN-24,44,5,39,5,0,49
3261,1984-01-02,Military - Royal Jordanian Air Force,Na dato,CASA 212-A3 Aviocar 100,0,0,0,0,0,13
3262,1984-01-03,Aeroflot,Na dato,Mi-6,71,5,38,0,0,76
3263,1984-01-09,Skycraft Air Transport,"Saint Louis, MO - Toronto, Canada",Douglas DC-3,0,2,0,1,0,2
3264,1984-01-10,Balkan Bulgarian Airlines,Berlin - Sofia,Tupolev TU-134A,45,5,45,5,0,50
3265,1984-01-13,North East Bolivian Airways,Cochabamba-La Paz,Douglas EC-54U,0,3,0,1,0,3
3266,1984-01-28,Aeroflot,Kuibyshev - Izhevsk,Antonov An-24RV,47,4,3,1,0,51
3267,1984-01-30,Britt Airways,Training,Swearingen SA.226TC Metro II,1,2,1,2,0,3
3268,1984-02-16,Military - Ethiopian Air Force,Na dato,Antonov AN-12,33,5,0,0,0,38
3269,1984-02-19,Military - Salvadoran Air Force,Na dato,Bell UH-1H / Bell UH-1H,0,0,0,0,0,28
3270,1984-02-28,Scandinavian Airlines (SAS),"Oslo, Norway, New York, NY",McDonnell Douglas DC-10-30,163,14,0,0,0,177
3271,1984-03-13,Aerosucre Colombia,Barranquilla - Bogota,Curtiss C-46A,2,4,1,3,0,6
3272,1984-03-16,Lloyd Aereo Boliviano,Trinidad-San Borja,Fairchild F-27M,20,3,20,3,0,23
3273,1984-03-24,Frigorifico Reyes,Na dato,Douglas C-54,2,3,2,3,0,5
